"part","uk_qty","de_qty"
"11-291905","0","0"
"11-291914","0","0"
"11-291915","0","0"
"11-291919","0","0"
"11-291975","0","0"
"11-291976","0","0"
"11-291984","0","0"
"11-291987","0","0"
"11-300701","0","0"
"11-300702","0","0"
"11-300703","0","0"
"11-300704","0","0"
"11-300705","0","0"
"11-300706","0","0"
"11-300707","0","0"
"11-300708","0","0"
"11-300709","0","0"
"11-300710","0","0"
"11-300711","0","0"
"11-300712","0","0"
"11-300713","0","0"
"11-300714","0","0"
"11-300715","0","0"
"11-300716","0","0"
"11-300717","0","0"
"11-300718","0","0"
"11-300719","0","0"
"11-300721","0","0"
"11-300722","0","0"
"11-300723","0","0"
"11-300724","0","0"
"11-300725","0","0"
"11-300726","0","0"
"11-300727","0","0"
"11-300728","0","0"
"11-300729","0","0"
"11-300730","0","0"
"11-300732","0","0"
"11-300733","0","0"
"11-300734","0","0"
"11-300735","0","0"
"11-310564","0","0"
"11-310565","0","0"
"11-310566","0","0"
"11-310567","0","0"
"11-310568","0","0"
"11-310569","0","0"
"11-310570","0","0"
"11-310571","0","0"
"11-310572","0","0"
"11-310573","0","0"
"11-310579","0","0"
"11-310580","0","0"
"11-310581","0","0"
"11-310582","0","0"
"11-310583","0","0"
"11-310584","0","0"
"11-310586","0","0"
"11-310587","0","0"
"11-310588","0","0"
"11-310589","0","0"
"11-310590","0","0"
"11-310591","0","0"
"11-310592","0","0"
"11-310593","0","0"
"11-310594","0","0"
"11-310595","0","0"
"11-310596","0","0"
"11-310597","0","0"
"11-310598","0","0"
"11-310599","0","0"
"11-341303","0","0"
"11-341305","0","0"
"11-341375","0","0"
"11-351299","0","0"
"11-351309","0","0"
"11-351311","0","0"
"11-351317","0","0"
"11-351318","0","0"
"11-351331","0","0"
"11-351342","0","0"
"11-351350","0","0"
"11-351366","0","0"
"11-351385","0","0"
"11-351405","0","0"
"11-351413","0","0"
"11-351420","0","0"
"11-351433","0","0"
"11-351434","0","0"
"11-351435","0","0"
"11-351436","0","0"
"11-351439","0","0"
"11-351440","0","0"
"11-351474","0","0"
"11-351481","0","0"
"11-351490","0","0"
"11-351491","0","0"
"11-351499","0","0"
"11-351614","0","0"
"11-351615","0","0"
"11-351616","0","0"
"11-351617","0","0"
"11-351618","0","0"
"11-351630","0","0"
"11-351631","0","0"
"11-351632","0","0"
"11-351679","0","0"
"11-351685","0","0"
"11-351703","0","0"
"11-351751","0","0"
"11-351752","0","0"
"11-351753","0","0"
"11-351754","0","0"
"11-351765","0","0"
"11-351766","0","0"
"11-351767","0","0"
"11-351768","0","0"
"11-351769","0","0"
"11-351770","0","0"
"11-351771","0","0"
"11-351798","0","0"
"11-351799","0","0"
"11-351907","0","0"
"11-361333","0","0"
"11-361334","0","0"
"11-880090","0","0"
"12-000305","4","4"
"12-001325","3","3"
"12-001354","0","0"
"12-001355","0","0"
"12-001360","0","0"
"12-001361","0","0"
"12-001362","0","0"
"12-001363","1","1"
"12-001364","2","2"
"12-001380","0","0"
"12-001404","0","0"
"12-001414","5","5"
"12-001415","5","5"
"12-001468","5","5"
"12-001601","5","5"
"12-001692","5","5"
"12-001696","0","0"
"12-001700","5","5"
"12-001701","5","5"
"12-001702","5","5"
"12-001750","5","5"
"12-001783","5","5"
"12-001910","5","5"
"12-001913","5","5"
"12-001914","5","5"
"12-001915","5","5"
"12-001916","0","0"
"12-001917","0","0"
"12-001918","5","5"
"12-001919","0","0"
"12-001920","0","0"
"12-001921","0","0"
"12-001922","5","5"
"12-001923","0","0"
"12-001924","0","0"
"12-010436","5","5"
"12-011321","0","0"
"12-011337","5","5"
"12-011338","5","5"
"12-011365","5","5"
"12-011367","5","5"
"12-011368","0","0"
"12-011369","5","5"
"12-011371","5","5"
"12-011381","5","5"
"12-011389","5","5"
"12-011403","5","5"
"12-011418","5","5"
"12-011443","5","5"
"12-011466","3","3"
"12-011467","5","5"
"12-011495","5","5"
"12-011496","5","5"
"12-011619","5","5"
"12-011620","0","0"
"12-011621","5","5"
"12-011622","0","0"
"12-011623","5","5"
"12-011624","5","5"
"12-011627","5","5"
"12-011628","5","5"
"12-011629","5","5"
"12-011633","5","5"
"12-011668","5","5"
"12-011669","0","0"
"12-011670","5","5"
"12-011673","5","5"
"12-011686","5","5"
"12-011708","5","5"
"12-011714","5","5"
"12-011733","0","0"
"12-011787","5","5"
"12-011789","5","5"
"12-011960","0","0"
"12-011961","5","5"
"12-011962","5","5"
"12-011963","5","5"
"12-011964","0","0"
"12-011965","0","0"
"12-011966","5","5"
"12-011967","5","5"
"12-011968","5","5"
"12-011969","5","5"
"12-011970","5","5"
"12-011971","0","0"
"12-011972","0","0"
"12-011973","5","5"
"12-011974","5","5"
"12-011975","5","5"
"12-011976","5","5"
"12-011977","0","0"
"12-011978","0","0"
"12-011979","5","5"
"12-011980","0","0"
"12-011981","5","5"
"12-011982","5","5"
"12-011983","0","0"
"12-011984","0","0"
"12-011985","0","0"
"12-011986","0","0"
"12-030001","5","5"
"12-030002","5","5"
"12-030003","5","5"
"12-040802","5","5"
"12-040803","5","5"
"12-040804","4","4"
"12-040805","5","5"
"12-040807","5","5"
"12-040808","5","5"
"12-040809","5","5"
"12-040810","5","5"
"12-040813","5","5"
"12-040815","5","5"
"12-040817","5","5"
"12-040819","5","5"
"12-040821","0","0"
"12-040830","5","5"
"12-040840","0","0"
"12-040841","5","5"
"12-040842","1","1"
"12-040843","5","5"
"12-040848","1","1"
"12-040849","0","0"
"12-040850","5","5"
"12-040851","5","5"
"12-040852","5","5"
"12-040854","5","5"
"12-040855","5","5"
"12-040856","5","5"
"12-040857","5","5"
"12-040858","5","5"
"12-040859","5","5"
"12-040860","5","5"
"12-040861","5","5"
"12-040862","5","5"
"12-040863","5","5"
"12-040864","5","5"
"12-040865","5","5"
"12-040867","5","5"
"12-040868","5","5"
"12-040869","5","5"
"12-040870","5","5"
"12-040871","5","5"
"12-040872","5","5"
"12-040873","5","5"
"12-040874","5","5"
"12-040875","5","5"
"12-040876","5","5"
"12-040877","0","0"
"12-041639","5","5"
"12-041643","5","5"
"12-041644","5","5"
"12-041647","5","5"
"12-050412","5","5"
"12-050413","0","0"
"12-050414","5","5"
"12-050415","5","5"
"12-050416","5","5"
"12-050417","5","5"
"12-050418","5","5"
"12-050419","0","0"
"12-050420","5","5"
"12-050421","0","0"
"12-050422","5","5"
"12-050423","5","5"
"12-050424","5","5"
"12-050425","5","5"
"12-050426","5","5"
"12-050427","5","5"
"12-050428","5","5"
"12-050429","5","5"
"12-050430","5","5"
"12-050431","0","0"
"12-050432","0","0"
"12-050433","0","0"
"12-050434","0","0"
"12-050435","5","5"
"12-050436","0","0"
"12-050437","5","5"
"12-050438","5","5"
"12-050442","5","5"
"12-050443","5","5"
"12-050444","5","5"
"12-050446","3","3"
"12-050447","5","5"
"12-050450","0","0"
"12-050451","5","5"
"12-050452","1","1"
"12-050453","5","5"
"12-050455","5","5"
"12-050456","5","5"
"12-050457","5","5"
"12-050458","5","5"
"12-050459","5","5"
"12-050460","5","5"
"12-050462","3","3"
"12-050463","5","5"
"12-050465","5","5"
"12-050466","0","0"
"12-050468","0","0"
"12-050469","5","5"
"12-050470","5","5"
"12-050471","5","5"
"12-050472","5","5"
"12-050473","5","5"
"12-050474","5","5"
"12-050475","3","3"
"12-050476","5","5"
"12-050478","5","5"
"12-050479","5","5"
"12-050480","5","5"
"12-050481","5","5"
"12-050482","5","5"
"12-050483","0","0"
"12-050484","5","5"
"12-050485","5","5"
"12-050486","5","5"
"12-050487","5","5"
"12-050488","0","0"
"12-050489","5","5"
"12-050490","5","5"
"12-050491","5","5"
"12-050496","0","0"
"12-050497","0","0"
"12-050498","5","5"
"12-050499","0","0"
"12-051386","0","0"
"12-051475","5","5"
"12-051675","1","1"
"12-051704","5","5"
"12-051705","0","0"
"12-051706","0","0"
"12-051707","0","0"
"12-051709","5","5"
"12-051710","5","5"
"12-051711","5","5"
"12-051712","0","0"
"12-051713","0","0"
"12-051776","0","0"
"12-060101","0","0"
"12-060102","0","0"
"12-060103","5","5"
"12-060104","5","5"
"12-060105","5","5"
"12-060106","5","5"
"12-060107","5","5"
"12-060108","5","5"
"12-060109","5","5"
"12-060110","5","5"
"12-060111","0","0"
"12-060112","0","0"
"12-060113","5","5"
"12-060114","5","5"
"12-060115","5","5"
"12-060116","5","5"
"12-060117","5","5"
"12-060118","5","5"
"12-060119","5","5"
"12-060120","5","5"
"12-060121","0","0"
"12-060122","0","0"
"12-060123","1","1"
"12-060124","5","5"
"12-060125","0","0"
"12-060126","0","0"
"12-060127","5","5"
"12-060128","0","0"
"12-060129","5","5"
"12-060131","0","0"
"12-060134","0","0"
"12-060135","0","0"
"12-060136","5","5"
"12-060137","0","0"
"12-060138","0","0"
"12-060139","5","5"
"12-060140","0","0"
"12-060141","5","5"
"12-060142","5","5"
"12-060143","0","0"
"12-060144","5","5"
"12-060145","5","5"
"12-060146","0","0"
"12-060147","0","0"
"12-060148","5","5"
"12-060149","0","0"
"12-060150","3","3"
"12-060151","0","0"
"12-060152","1","1"
"12-060153","5","5"
"12-060154","5","5"
"12-060155","5","5"
"12-060156","5","5"
"12-060157","0","0"
"12-060158","0","0"
"12-060159","5","5"
"12-060160","5","5"
"12-060161","5","5"
"12-060162","0","0"
"12-060163","0","0"
"12-060164","0","0"
"12-060165","4","4"
"12-060166","4","4"
"12-060167","0","0"
"12-060169","5","5"
"12-060170","5","5"
"12-060171","0","0"
"12-060172","0","0"
"12-060173","5","5"
"12-060174","5","5"
"12-060175","0","0"
"12-060176","5","5"
"12-060177","5","5"
"12-060178","2","2"
"12-060179","5","5"
"12-060180","5","5"
"12-060181","5","5"
"12-060182","0","0"
"12-060183","0","0"
"12-060184","5","5"
"12-060185","5","5"
"12-060186","5","5"
"12-060187","0","0"
"12-060188","5","5"
"12-060189","5","5"
"12-060190","5","5"
"12-060191","5","5"
"12-060192","5","5"
"12-060193","5","5"
"12-060194","5","5"
"12-060195","5","5"
"12-060196","4","4"
"12-060197","5","5"
"12-060198","5","5"
"12-060199","0","0"
"12-060200","0","0"
"12-060201","0","0"
"12-070950","0","0"
"12-070951","0","0"
"12-070952","5","5"
"12-070953","0","0"
"12-070954","5","5"
"12-070955","5","5"
"12-070956","5","5"
"12-070958","5","5"
"12-070959","5","5"
"12-070960","5","5"
"12-070961","0","0"
"12-070962","0","0"
"12-070963","0","0"
"12-070964","0","0"
"12-070965","0","0"
"12-070966","5","5"
"12-070967","5","5"
"12-070968","0","0"
"12-070969","0","0"
"12-070970","0","0"
"12-070971","5","5"
"12-070972","5","5"
"12-070973","5","5"
"12-070974","5","5"
"12-070975","5","5"
"12-070976","0","0"
"12-070977","0","0"
"12-070978","0","0"
"12-070979","5","5"
"12-070980","5","5"
"12-080601","5","5"
"12-080602","5","5"
"12-080603","5","5"
"12-080604","5","5"
"12-080605","0","0"
"12-080606","0","0"
"12-080607","5","5"
"12-080608","5","5"
"12-080609","5","5"
"12-080610","5","5"
"12-080611","0","0"
"12-080612","0","0"
"12-080613","0","0"
"12-080615","5","5"
"12-080616","0","0"
"12-080617","5","5"
"12-080618","5","5"
"12-080619","5","5"
"12-080620","5","5"
"12-080621","5","5"
"12-080622","5","5"
"12-080623","5","5"
"12-080625","5","5"
"12-080626","5","5"
"12-080627","5","5"
"12-080628","5","5"
"12-080629","0","0"
"12-080630","0","0"
"12-080631","5","5"
"12-080632","1","1"
"12-080633","0","0"
"12-080636","5","5"
"12-080637","5","5"
"12-080638","5","5"
"12-080639","5","5"
"12-080640","5","5"
"12-080641","5","5"
"12-080642","5","5"
"12-080643","5","5"
"12-080644","5","5"
"12-080645","5","5"
"12-080646","5","5"
"12-080647","5","5"
"12-080648","5","5"
"12-080649","5","5"
"12-080650","5","5"
"12-080651","5","5"
"12-080652","5","5"
"12-080653","5","5"
"12-080654","0","0"
"12-080655","5","5"
"12-080656","5","5"
"12-080657","5","5"
"12-080658","5","5"
"12-080659","5","5"
"12-080660","5","5"
"12-080661","5","5"
"12-080662","0","0"
"12-080663","5","5"
"12-080664","5","5"
"12-080665","5","5"
"12-080666","0","0"
"12-080667","0","0"
"12-080668","5","5"
"12-080670","5","5"
"12-080671","5","5"
"12-080672","0","0"
"12-080673","5","5"
"12-080674","4","4"
"12-080675","5","5"
"12-080676","5","5"
"12-080677","0","0"
"12-080678","0","0"
"12-080679","5","5"
"12-080680","5","5"
"12-080681","0","0"
"12-080683","0","0"
"12-080684","1","1"
"12-080685","5","5"
"12-080686","5","5"
"12-080687","5","5"
"12-080688","5","5"
"12-080689","5","5"
"12-080690","0","0"
"12-080691","0","0"
"12-080692","5","5"
"12-080693","5","5"
"12-080694","5","5"
"12-080695","0","0"
"12-080696","5","5"
"12-080697","5","5"
"12-080698","0","0"
"12-080699","5","5"
"12-080700","0","0"
"12-080701","5","5"
"12-080702","5","5"
"12-080703","5","5"
"12-080704","5","5"
"12-080705","5","5"
"12-080706","5","5"
"12-080707","5","5"
"12-080708","5","5"
"12-080709","5","5"
"12-080710","5","5"
"12-080711","0","0"
"12-080712","0","0"
"12-080713","0","0"
"12-081384","5","5"
"12-081483","5","5"
"12-081484","5","5"
"12-081687","5","5"
"12-090201","5","5"
"12-090202","5","5"
"12-090203","5","5"
"12-090204","0","0"
"12-090205","5","5"
"12-090206","5","5"
"12-090207","5","5"
"12-090208","5","5"
"12-090209","5","5"
"12-090210","5","5"
"12-090211","5","5"
"12-090212","5","5"
"12-090213","5","5"
"12-090214","5","5"
"12-090215","5","5"
"12-090216","0","0"
"12-090217","0","0"
"12-090218","5","5"
"12-090219","0","0"
"12-090220","5","5"
"12-090221","5","5"
"12-090222","5","5"
"12-090223","5","5"
"12-090224","0","0"
"12-090225","5","5"
"12-090226","5","5"
"12-090227","0","0"
"12-090228","0","0"
"12-090229","0","0"
"12-090230","1","1"
"12-090231","1","1"
"12-090232","0","0"
"12-090233","0","0"
"12-090234","5","5"
"12-090235","5","5"
"12-090236","5","5"
"12-090237","5","5"
"12-090239","0","0"
"12-090240","0","0"
"12-090241","5","5"
"12-090242","5","5"
"12-090243","5","5"
"12-090244","5","5"
"12-090245","5","5"
"12-090246","5","5"
"12-090247","5","5"
"12-090248","5","5"
"12-090249","5","5"
"12-090250","5","5"
"12-090251","5","5"
"12-090252","5","5"
"12-090253","5","5"
"12-090254","5","5"
"12-090255","5","5"
"12-090256","2","2"
"12-090257","5","5"
"12-090258","5","5"
"12-090259","0","0"
"12-090260","5","5"
"12-090261","5","5"
"12-090262","0","0"
"12-090263","5","5"
"12-090264","5","5"
"12-090265","0","0"
"12-090266","5","5"
"12-090267","5","5"
"12-090268","5","5"
"12-090269","5","5"
"12-090270","5","5"
"12-090271","5","5"
"12-090272","5","5"
"12-090273","5","5"
"12-090274","5","5"
"12-090275","5","5"
"12-090276","5","5"
"12-090277","1","1"
"12-090278","5","5"
"12-090279","5","5"
"12-090280","0","0"
"12-090281","5","5"
"12-090282","5","5"
"12-090283","5","5"
"12-090284","5","5"
"12-090285","5","5"
"12-090286","5","5"
"12-090287","0","0"
"12-090288","0","0"
"12-090289","5","5"
"12-090290","0","0"
"12-090291","5","5"
"12-090292","0","0"
"12-090293","0","0"
"12-090294","5","5"
"12-090295","0","0"
"12-101442","5","5"
"12-101443","5","5"
"12-101473","2","2"
"12-101474","0","0"
"12-101475","0","0"
"12-101476","0","0"
"12-101477","0","0"
"12-110001","0","0"
"12-110002","0","0"
"12-120432","5","5"
"12-120433","5","5"
"12-120434","5","5"
"12-120435","3","3"
"12-120439","0","0"
"12-120440","0","0"
"12-120441","5","5"
"12-120445","5","5"
"12-120448","5","5"
"12-120449","5","5"
"12-120454","0","0"
"12-120461","3","3"
"12-120492","5","5"
"12-120493","5","5"
"12-120494","0","0"
"12-120495","5","5"
"12-120669","5","5"
"12-120670","5","5"
"12-120671","5","5"
"12-120672","5","5"
"12-120673","5","5"
"12-120674","5","5"
"12-120675","0","0"
"12-120676","5","5"
"12-131421","0","0"
"12-141422","5","5"
"12-141423","5","5"
"12-141425","5","5"
"12-141449","5","5"
"12-141450","5","5"
"12-141451","4","4"
"12-141452","5","5"
"12-141453","5","5"
"12-141454","4","4"
"12-141455","5","5"
"12-141456","5","5"
"12-141457","0","0"
"12-141458","5","5"
"12-141459","0","0"
"12-141460","5","5"
"12-141461","0","0"
"12-141462","5","5"
"12-141463","0","0"
"12-141464","0","0"
"12-141465","0","0"
"12-141466","5","5"
"12-141467","0","0"
"12-141468","5","5"
"12-141469","5","5"
"12-141470","5","5"
"12-141471","5","5"
"12-141472","5","5"
"12-141473","5","5"
"12-141474","5","5"
"12-141475","2","2"
"12-141476","0","0"
"12-141477","0","0"
"12-141478","0","0"
"12-141479","0","0"
"12-141672","5","5"
"12-141790","5","5"
"12-141791","5","5"
"12-141900","0","0"
"12-141901","0","0"
"12-141903","0","0"
"12-141911","5","5"
"12-141969","5","5"
"12-151476","5","5"
"12-151485","5","5"
"12-151498","5","5"
"12-151663","5","5"
"12-151664","5","5"
"12-151671","0","0"
"12-151674","5","5"
"12-151676","1","1"
"12-151734","5","5"
"12-151735","5","5"
"12-151736","5","5"
"12-151781","5","5"
"12-151797","5","5"
"12-151908","5","5"
"12-151980","0","0"
"12-151981","5","5"
"12-151982","5","5"
"12-151983","5","5"
"12-151984","5","5"
"12-151985","5","5"
"12-151986","3","3"
"12-151987","5","5"
"12-151988","0","0"
"12-151989","5","5"
"12-156001","5","5"
"12-156002","5","5"
"12-156003","5","5"
"12-161308","5","5"
"12-161314","5","5"
"12-161316","5","5"
"12-161332","5","5"
"12-161351","0","0"
"12-161370","5","5"
"12-161376","5","5"
"12-161377","5","5"
"12-161378","5","5"
"12-161407","0","0"
"12-161408","5","5"
"12-161409","0","0"
"12-161410","5","5"
"12-161411","0","0"
"12-161412","5","5"
"12-161417","0","0"
"12-161427","5","5"
"12-161431","0","0"
"12-161432","0","0"
"12-161455","5","5"
"12-161456","5","5"
"12-161457","0","0"
"12-161458","5","5"
"12-161459","0","0"
"12-161470","5","5"
"12-161471","0","0"
"12-161477","5","5"
"12-161492","5","5"
"12-161493","5","5"
"12-161755","5","5"
"12-161756","5","5"
"12-161757","5","5"
"12-161758","0","0"
"12-161759","4","4"
"12-161760","0","0"
"12-161761","0","0"
"12-161762","5","5"
"12-161763","0","0"
"12-161764","0","0"
"12-161772","2","2"
"12-161773","2","2"
"12-161774","5","5"
"12-161775","5","5"
"12-161780","5","5"
"12-161916","0","0"
"12-161917","2","2"
"12-161918","5","5"
"12-161948","5","5"
"12-161954","5","5"
"12-161955","5","5"
"12-161956","5","5"
"12-161957","5","5"
"12-161958","5","5"
"12-161959","5","5"
"12-161960","5","5"
"12-161961","5","5"
"12-161962","5","5"
"12-161963","5","5"
"12-161964","5","5"
"12-161965","5","5"
"12-161966","5","5"
"12-161967","5","5"
"12-161968","5","5"
"12-161969","5","5"
"12-161970","0","0"
"12-161971","5","5"
"12-161972","0","0"
"12-161973","5","5"
"12-161974","0","0"
"12-181341","0","0"
"12-200001","5","5"
"12-200002","0","0"
"12-211310","1","1"
"12-211312","0","0"
"12-211313","5","5"
"12-211322","5","5"
"12-211324","5","5"
"12-211328","0","0"
"12-211329","5","5"
"12-211330","5","5"
"12-211438","5","5"
"12-211441","0","0"
"12-211444","0","0"
"12-211449","5","5"
"12-211450","5","5"
"12-211451","5","5"
"12-211452","5","5"
"12-211472","5","5"
"12-211480","5","5"
"12-211486","5","5"
"12-211487","5","5"
"12-211488","5","5"
"12-211489","0","0"
"12-211497","0","0"
"12-211602","0","0"
"12-211603","5","5"
"12-211604","5","5"
"12-211606","0","0"
"12-211625","0","0"
"12-211638","0","0"
"12-211658","2","2"
"12-211659","0","0"
"12-211660","0","0"
"12-211666","5","5"
"12-211681","5","5"
"12-211683","0","0"
"12-211684","5","5"
"12-211689","5","5"
"12-211690","5","5"
"12-211691","5","5"
"12-211694","5","5"
"12-211718","0","0"
"12-211719","0","0"
"12-211720","5","5"
"12-211721","5","5"
"12-211722","5","5"
"12-211723","5","5"
"12-211724","0","0"
"12-211725","0","0"
"12-211726","5","5"
"12-211727","5","5"
"12-211728","5","5"
"12-211730","0","0"
"12-211739","5","5"
"12-211740","5","5"
"12-211741","5","5"
"12-211742","0","0"
"12-211743","0","0"
"12-211744","5","5"
"12-211745","5","5"
"12-211747","5","5"
"12-211748","5","5"
"12-211749","5","5"
"12-211792","5","5"
"12-211796","0","0"
"12-211906","4","4"
"12-211909","4","4"
"12-211920","5","5"
"12-211921","0","0"
"12-211947","5","5"
"12-211981","5","5"
"12-211982","5","5"
"12-211983","5","5"
"12-211984","0","0"
"12-211985","5","5"
"12-211986","5","5"
"12-211987","5","5"
"12-211988","5","5"
"12-211989","5","5"
"12-211990","5","5"
"12-211991","5","5"
"12-211992","0","0"
"12-211993","5","5"
"12-211994","5","5"
"12-211995","5","5"
"12-211996","0","0"
"12-211997","5","5"
"12-211998","0","0"
"12-211999","5","5"
"12-212000","5","5"
"12-212001","5","5"
"12-212002","5","5"
"12-212003","0","0"
"12-212004","0","0"
"12-212005","0","0"
"12-212006","0","0"
"12-212007","0","0"
"12-212008","0","0"
"12-216001","5","5"
"12-221348","5","5"
"12-221352","0","0"
"12-221353","5","5"
"12-221356","0","0"
"12-221357","5","5"
"12-221358","0","0"
"12-221359","3","3"
"12-221387","0","0"
"12-221610","5","5"
"12-221677","5","5"
"12-221678","5","5"
"12-221680","5","5"
"12-221688","5","5"
"12-221738","5","5"
"12-221777","0","0"
"12-221778","0","0"
"12-221779","5","5"
"12-221784","5","5"
"12-221785","5","5"
"12-221786","0","0"
"12-221788","5","5"
"12-221912","5","5"
"12-221913","5","5"
"12-221914","5","5"
"12-221915","5","5"
"12-226002","0","0"
"12-226003","5","5"
"12-226004","5","5"
"12-226005","0","0"
"12-226006","0","0"
"12-226007","0","0"
"12-226008","0","0"
"12-230720","0","0"
"12-231306","5","5"
"12-231320","5","5"
"12-231323","5","5"
"12-231326","5","5"
"12-231327","5","5"
"12-231335","5","5"
"12-231343","5","5"
"12-231344","5","5"
"12-231345","5","5"
"12-231346","5","5"
"12-231347","5","5"
"12-231390","5","5"
"12-231392","5","5"
"12-231393","5","5"
"12-231394","5","5"
"12-231395","5","5"
"12-231396","5","5"
"12-231416","5","5"
"12-231419","5","5"
"12-231437","5","5"
"12-231453","5","5"
"12-231478","5","5"
"12-231479","5","5"
"12-231626","0","0"
"12-231634","0","0"
"12-231635","5","5"
"12-231636","5","5"
"12-231637","5","5"
"12-231682","0","0"
"12-231782","5","5"
"12-231973","5","5"
"12-231974","5","5"
"12-231975","5","5"
"12-231976","5","5"
"12-231977","0","0"
"12-231978","5","5"
"12-231979","5","5"
"12-231980","5","5"
"12-231981","0","0"
"12-231982","5","5"
"12-231983","0","0"
"12-231984","0","0"
"12-231985","0","0"
"12-251315","5","5"
"12-251316","0","0"
"12-251319","5","5"
"12-251406","3","3"
"12-251654","5","5"
"12-251655","5","5"
"12-251656","5","5"
"12-251657","5","5"
"12-251661","5","5"
"12-251662","5","5"
"12-251715","5","5"
"12-251716","5","5"
"12-251717","3","3"
"12-260300","5","5"
"12-260301","5","5"
"12-260303","5","5"
"12-260304","5","5"
"12-260306","5","5"
"12-260307","5","5"
"12-260308","5","5"
"12-260309","5","5"
"12-260310","5","5"
"12-260311","5","5"
"12-260312","5","5"
"12-260313","2","2"
"12-260314","5","5"
"12-260315","5","5"
"12-270866","5","5"
"12-271336","0","0"
"12-271339","0","0"
"12-271340","0","0"
"12-271397","5","5"
"12-271398","2","2"
"12-271399","5","5"
"12-271400","5","5"
"12-271401","5","5"
"12-271402","5","5"
"12-271424","5","5"
"12-271445","5","5"
"12-271482","5","5"
"12-271600","5","5"
"12-271605","5","5"
"12-271607","5","5"
"12-271608","5","5"
"12-271609","5","5"
"12-271611","0","0"
"12-271612","2","2"
"12-271613","5","5"
"12-271640","0","0"
"12-271641","0","0"
"12-271645","5","5"
"12-271646","5","5"
"12-271648","0","0"
"12-271649","0","0"
"12-271650","5","5"
"12-271651","5","5"
"12-271652","5","5"
"12-271653","0","0"
"12-271695","5","5"
"12-271697","5","5"
"12-271698","5","5"
"12-271699","0","0"
"12-271731","5","5"
"12-271793","5","5"
"12-271794","5","5"
"12-271795","5","5"
"12-271796","5","5"
"12-271797","0","0"
"12-271798","5","5"
"12-271799","0","0"
"12-276001","2","2"
"12-276002","5","5"
"12-286004","0","0"
"12-291307","0","0"
"12-291349","5","5"
"12-291372","5","5"
"12-291373","5","5"
"12-291374","0","0"
"12-291379","5","5"
"12-291382","5","5"
"12-291383","5","5"
"12-291388","5","5"
"12-291426","5","5"
"12-291428","0","0"
"12-291429","5","5"
"12-291430","5","5"
"12-291446","5","5"
"12-291447","5","5"
"12-291448","5","5"
"12-291460","5","5"
"12-291461","5","5"
"12-291462","5","5"
"12-291463","0","0"
"12-291464","0","0"
"12-291465","5","5"
"12-291494","5","5"
"12-291902","0","0"
"12-291904","5","5"
"12-291905","0","0"
"12-291914","5","5"
"12-291915","5","5"
"12-291919","5","5"
"12-291949","5","5"
"12-291974","0","0"
"12-291975","5","5"
"12-291976","5","5"
"12-291977","5","5"
"12-291978","5","5"
"12-291979","5","5"
"12-291980","0","0"
"12-291983","0","0"
"12-291984","5","5"
"12-291985","0","0"
"12-291986","5","5"
"12-291987","5","5"
"12-291988","0","0"
"12-291989","5","5"
"12-291990","0","0"
"12-291991","5","5"
"12-291992","0","0"
"12-291993","5","5"
"12-291994","0","0"
"12-291995","5","5"
"12-291996","5","5"
"12-291997","5","5"
"12-291998","5","5"
"12-291999","0","0"
"12-292000","0","0"
"12-292001","0","0"
"12-292002","0","0"
"12-300701","5","5"
"12-300702","5","5"
"12-300703","5","5"
"12-300704","5","5"
"12-300705","1","1"
"12-300706","4","4"
"12-300707","5","5"
"12-300708","5","5"
"12-300709","5","5"
"12-300710","5","5"
"12-300711","5","5"
"12-300712","0","0"
"12-300713","5","5"
"12-300714","5","5"
"12-300715","5","5"
"12-300716","5","5"
"12-300717","5","5"
"12-300718","5","5"
"12-300719","0","0"
"12-300721","5","5"
"12-300722","5","5"
"12-300723","0","0"
"12-300724","0","0"
"12-300725","5","5"
"12-300726","5","5"
"12-300727","5","5"
"12-300728","0","0"
"12-300729","5","5"
"12-300730","5","5"
"12-300732","5","5"
"12-300733","5","5"
"12-300734","0","0"
"12-300735","5","5"
"12-300736","5","5"
"12-300737","0","0"
"12-300738","5","5"
"12-300739","5","5"
"12-300740","5","5"
"12-300741","5","5"
"12-300742","0","0"
"12-300743","5","5"
"12-300744","5","5"
"12-300745","0","0"
"12-300746","5","5"
"12-300747","5","5"
"12-300748","0","0"
"12-306001","5","5"
"12-310564","0","0"
"12-310565","0","0"
"12-310566","0","0"
"12-310567","0","0"
"12-310568","0","0"
"12-310569","0","0"
"12-310570","0","0"
"12-310571","0","0"
"12-310572","0","0"
"12-310573","3","3"
"12-310579","5","5"
"12-310580","0","0"
"12-310581","5","5"
"12-310582","5","5"
"12-310583","5","5"
"12-310584","0","0"
"12-310586","5","5"
"12-310587","0","0"
"12-310588","5","5"
"12-310589","5","5"
"12-310590","0","0"
"12-310591","0","0"
"12-310592","0","0"
"12-310593","0","0"
"12-310594","0","0"
"12-310595","4","4"
"12-310596","0","0"
"12-310597","0","0"
"12-310598","0","0"
"12-310599","0","0"
"12-310600","5","5"
"12-310601","4","4"
"12-310602","5","5"
"12-341303","5","5"
"12-341305","5","5"
"12-341375","5","5"
"12-341953","5","5"
"12-341954","1","1"
"12-341955","0","0"
"12-341956","5","5"
"12-341957","5","5"
"12-341958","5","5"
"12-341959","5","5"
"12-341960","5","5"
"12-341961","5","5"
"12-341962","5","5"
"12-341963","5","5"
"12-341964","5","5"
"12-341965","5","5"
