"part","uk_qty","de_qty"
"18-062561","5","5"
"18-062620","5","5"
"18-062630","0","0"
"18-062640","0","0"
"18-062650","5","5"
"18-062660","5","5"
"18-062670","5","5"
"18-062680","3","3"
"18-062690","5","5"
"18-062700","5","5"
"18-062710","1","1"
"18-062720","5","5"
"18-062731","0","0"
"18-062740","1","1"
"18-062750","5","5"
"18-062760","0","0"
"18-062770","0","0"
"18-062781","5","5"
"18-062790","0","0"
"18-062800","5","5"
"18-062810","1","1"
"18-062820","5","5"
"18-062830","5","5"
"18-062840","0","0"
"18-062850","0","0"
"18-062860","0","0"
"18-062870","2","2"
"18-062880","0","0"
"18-062890","5","5"
"18-062900","5","5"
"18-062910","0","0"
"18-062920","0","0"
"18-062931","0","0"
"18-062941","0","0"
"18-062951","0","0"
"18-062960","0","0"
"18-062970","5","5"
"18-062980","0","0"
"18-062990","0","0"
"18-063010","0","0"
"18-063020","0","0"
"18-063040","0","0"
"18-063050","5","5"
"18-063060","0","0"
"18-063070","0","0"
"18-063081","5","5"
"18-063091","0","0"
"18-063100","5","5"
"18-072020","0","0"
"18-073010","5","5"
"18-073020","0","0"
"18-073040","0","0"
"18-073050","0","0"
"18-073060","5","5"
"18-073061","5","5"
"18-073070","0","0"
"18-073080","0","0"
"18-073090","5","5"
"18-073101","5","5"
"18-073110","0","0"
"18-073120","0","0"
"18-073141","5","5"
"18-073151","0","0"
"18-073160","0","0"
"18-073170","3","3"
"18-073180","5","5"
"18-073191","0","0"
"18-081020","0","0"
"18-081030","1","1"
"18-081070","0","0"
"18-081080","0","0"
"18-081100","2","2"
"18-081120","0","0"
"18-081121","0","0"
"18-081130","0","0"
"18-081131","0","0"
"18-081210","0","0"
"18-081271","2","2"
"18-081281","0","0"
"18-081291","3","3"
"18-081300","5","5"
"18-081301","5","5"
"18-081302","5","5"
"18-081351","0","0"
"18-081361","0","0"
"18-081371","5","5"
"18-081391","0","0"
"18-081400","4","4"
"18-081411","5","5"
"18-081420","5","5"
"18-081421","5","5"
"18-081541","1","1"
"18-081560","5","5"
"18-081561","5","5"
"18-081571","5","5"
"18-081581","0","0"
"18-081591","1","1"
"18-081601","5","5"
"18-081611","5","5"
"18-081621","5","5"
"18-081631","0","0"
"18-081641","0","0"
"18-081651","0","0"
"18-081661","0","0"
"18-081690","0","0"
"18-081700","0","0"
"18-081711","5","5"
"18-081721","5","5"
"18-081731","5","5"
"18-081741","5","5"
"18-081751","5","5"
"18-081760","0","0"
"18-081770","0","0"
"18-081780","0","0"
"18-081791","5","5"
"18-081801","0","0"
"18-081811","0","0"
"18-081821","2","2"
"18-081831","2","2"
"18-081840","0","0"
"18-081850","0","0"
"18-081861","5","5"
"18-081871","4","4"
"18-081880","5","5"
"18-081891","5","5"
"18-081901","0","0"
"18-081911","5","5"
"18-081921","0","0"
"18-081931","0","0"
"18-081941","5","5"
"18-081951","5","5"
"18-081960","0","0"
"18-081970","5","5"
"18-081981","0","0"
"18-081991","5","5"
"18-082020","0","0"
"18-082070","2","2"
"18-082100","1","1"
"18-082110","0","0"
"18-082120","0","0"
"18-082121","0","0"
"18-082130","0","0"
"18-082131","0","0"
"18-082210","0","0"
"18-082251","0","0"
"18-082281","4","4"
"18-082300","5","5"
"18-082301","5","5"
"18-082302","5","5"
"18-082330","2","2"
"18-082351","0","0"
"18-082361","0","0"
"18-082371","0","0"
"18-082391","0","0"
"18-082400","0","0"
"18-082411","5","5"
"18-082420","1","1"
"18-082421","1","1"
"18-082520","0","0"
"18-082541","1","1"
"18-082560","5","5"
"18-082561","5","5"
"18-082571","0","0"
"18-082581","0","0"
"18-082591","0","0"
"18-082601","5","5"
"18-082611","0","0"
"18-082621","0","0"
"18-082631","0","0"
"18-082641","0","0"
"18-082651","0","0"
"18-082661","0","0"
"18-082690","0","0"
"18-082700","0","0"
"18-082711","5","5"
"18-082721","5","5"
"18-082731","5","5"
"18-082741","5","5"
"18-082751","5","5"
"18-082760","0","0"
"18-082770","0","0"
"18-082780","0","0"
"18-082791","5","5"
"18-082801","0","0"
"18-082811","0","0"
"18-082821","5","5"
"18-082831","5","5"
"18-082840","0","0"
"18-082850","0","0"
"18-082861","5","5"
"18-082871","5","5"
"18-082880","5","5"
"18-082891","5","5"
"18-082901","0","0"
"18-082911","5","5"
"18-082921","5","5"
"18-082931","2","2"
"18-082941","5","5"
"18-082951","5","5"
"18-082960","0","0"
"18-082970","5","5"
"18-082981","0","0"
"18-082991","5","5"
"18-083011","0","0"
"18-085010","5","5"
"18-085021","0","0"
"18-085031","0","0"
"18-085041","5","5"
"18-085051","5","5"
"18-085061","0","0"
"18-085071","0","0"
"18-085081","0","0"
"18-085091","0","0"
"18-086010","5","5"
"18-086021","0","0"
"18-086031","0","0"
"18-086041","5","5"
"18-086051","5","5"
"18-086061","0","0"
"18-086071","0","0"
"18-086081","0","0"
"18-086091","0","0"
"18-091010","0","0"
"18-091011","0","0"
"18-091021","0","0"
"18-091040","0","0"
"18-091041","0","0"
"18-091061","0","0"
"18-091090","0","0"
"18-091110","0","0"
"18-091111","0","0"
"18-091120","0","0"
"18-091121","0","0"
"18-091141","5","5"
"18-091161","0","0"
"18-091170","0","0"
"18-091171","0","0"
"18-091190","5","5"
"18-091201","5","5"
"18-091221","0","0"
"18-091241","5","5"
"18-091251","0","0"
"18-091280","2","2"
"18-091281","1","1"
"18-091291","5","5"
"18-091301","5","5"
"18-091311","5","5"
"18-091320","5","5"
"18-091321","5","5"
"18-091341","0","0"
"18-091371","0","0"
"18-091381","0","0"
"18-091391","0","0"
"18-091431","0","0"
"18-091441","5","5"
"18-091451","5","5"
"18-091461","5","5"
"18-091471","5","5"
"18-091480","5","5"
"18-091490","4","4"
"18-091501","5","5"
"18-091521","5","5"
"18-091531","5","5"
"18-091540","5","5"
"18-091550","0","0"
"18-091560","5","5"
"18-091570","0","0"
"18-091580","5","5"
"18-091591","0","0"
"18-091600","5","5"
"18-091611","0","0"
"18-091621","0","0"
"18-091631","5","5"
"18-091640","5","5"
"18-091651","0","0"
"18-091660","0","0"
"18-091670","0","0"
"18-091680","5","5"
"18-091690","5","5"
"18-091701","0","0"
"18-091711","5","5"
"18-091720","5","5"
"18-091730","5","5"
"18-091740","5","5"
"18-091750","0","0"
"18-091761","5","5"
"18-091770","5","5"
"18-091780","0","0"
"18-091790","0","0"
"18-091801","0","0"
"18-092010","0","0"
"18-092011","0","0"
"18-092021","1","1"
"18-092030","0","0"
"18-092040","0","0"
"18-092041","0","0"
"18-092061","0","0"
"18-092090","1","1"
"18-092100","2","2"
"18-092110","0","0"
"18-092111","0","0"
"18-092120","0","0"
"18-092121","0","0"
"18-092141","5","5"
"18-092161","0","0"
"18-092170","0","0"
"18-092171","0","0"
"18-092190","4","4"
"18-092201","0","0"
"18-092241","5","5"
"18-092251","0","0"
"18-092281","0","0"
"18-092290","3","3"
"18-092291","5","5"
"18-092301","0","0"
"18-092311","0","0"
"18-092321","0","0"
"18-092341","5","5"
"18-092381","2","2"
"18-092391","0","0"
"18-092431","1","1"
"18-092441","3","3"
"18-092451","5","5"
"18-092461","2","2"
"18-092471","5","5"
"18-092480","5","5"
"18-092490","5","5"
"18-092501","5","5"
"18-092521","5","5"
"18-092531","5","5"
"18-092540","5","5"
"18-092550","0","0"
"18-092551","0","0"
"18-092560","5","5"
"18-092570","0","0"
"18-092580","5","5"
"18-092591","5","5"
"18-092600","0","0"
"18-092611","0","0"
"18-092621","0","0"
"18-092631","0","0"
"18-092640","5","5"
"18-092651","0","0"
"18-092660","0","0"
"18-092670","0","0"
"18-092680","5","5"
"18-092690","0","0"
"18-092701","0","0"
"18-092711","0","0"
"18-092720","5","5"
"18-092730","5","5"
"18-092740","5","5"
"18-092750","0","0"
"18-092761","5","5"
"18-092770","0","0"
"18-092780","0","0"
"18-092790","0","0"
"18-092801","0","0"
"18-093021","0","0"
"18-093030","1","1"
"18-093051","0","0"
"18-093100","1","1"
"18-093110","5","5"
"18-093120","0","0"
"18-093121","0","0"
"18-093150","0","0"
"18-093151","0","0"
"18-093210","5","5"
"18-093220","0","0"
"18-093230","0","0"
"18-093241","5","5"
"18-093250","0","0"
"18-093260","5","5"
"18-101051","0","0"
"18-102051","0","0"
"18-111001","5","5"
"18-112001","5","5"
"18-121010","0","0"
"18-121011","0","0"
"18-121020","0","0"
"18-121021","0","0"
"18-121030","5","5"
"18-121040","0","0"
"18-121041","0","0"
"18-121050","0","0"
"18-121051","0","0"
"18-121060","0","0"
"18-121061","0","0"
"18-121070","0","0"
"18-121071","0","0"
"18-121081","0","0"
"18-121101","5","5"
"18-121111","0","0"
"18-121121","5","5"
"18-121131","5","5"
"18-121140","0","0"
"18-121151","0","0"
"18-121161","0","0"
"18-121170","0","0"
"18-121181","5","5"
"18-121191","5","5"
"18-121201","0","0"
"18-121211","5","5"
"18-121221","0","0"
"18-121231","5","5"
"18-121241","1","1"
"18-121251","5","5"
"18-121261","0","0"
"18-121271","0","0"
"18-121281","5","5"
"18-121291","0","0"
"18-121301","5","5"
"18-121311","0","0"
"18-121321","0","0"
"18-121331","0","0"
"18-121341","0","0"
"18-122010","0","0"
"18-122011","0","0"
"18-122020","0","0"
"18-122021","0","0"
"18-122030","5","5"
"18-122050","0","0"
"18-122051","0","0"
"18-122060","0","0"
"18-122061","3","3"
"18-122070","0","0"
"18-122071","0","0"
"18-122091","0","0"
"18-122101","5","5"
"18-122111","0","0"
"18-122121","5","5"
"18-122131","5","5"
"18-122140","5","5"
"18-122151","0","0"
"18-122161","0","0"
"18-122170","5","5"
"18-122181","5","5"
"18-122191","5","5"
"18-122201","0","0"
"18-122211","5","5"
"18-122221","5","5"
"18-122231","0","0"
"18-122241","5","5"
"18-122251","5","5"
"18-122261","0","0"
"18-122271","0","0"
"18-122281","5","5"
"18-122291","0","0"
"18-122301","0","0"
"18-122311","0","0"
"18-122321","0","0"
"18-122331","0","0"
"18-122341","0","0"
"18-141031","4","4"
"18-141040","1","1"
"18-141051","5","5"
"18-141060","5","5"
"18-141070","5","5"
"18-141080","5","5"
"18-141091","0","0"
"18-141100","5","5"
"18-141110","5","5"
"18-141120","5","5"
"18-141130","5","5"
"18-141140","5","5"
"18-141150","2","2"
"18-141160","2","2"
"18-141170","5","5"
"18-141180","5","5"
"18-141191","0","0"
"18-141201","5","5"
"18-141211","0","0"
"18-141221","0","0"
"18-141230","5","5"
"18-141241","0","0"
"18-141250","5","5"
"18-141260","5","5"
"18-141270","5","5"
"18-141280","5","5"
"18-141290","0","0"
"18-141300","0","0"
"18-141310","4","4"
"18-141320","0","0"
"18-141330","0","0"
"18-142031","5","5"
"18-142040","5","5"
"18-142051","0","0"
"18-142060","5","5"
"18-142070","5","5"
"18-142080","5","5"
"18-142091","0","0"
"18-142100","5","5"
"18-142110","5","5"
"18-142120","5","5"
"18-142130","5","5"
"18-142140","5","5"
"18-142150","5","5"
"18-142160","5","5"
"18-142170","0","0"
"18-142180","3","3"
"18-142191","0","0"
"18-142201","5","5"
"18-142211","0","0"
"18-142221","0","0"
"18-142230","5","5"
"18-142241","0","0"
"18-142250","5","5"
"18-142260","5","5"
"18-142270","5","5"
"18-142280","5","5"
"18-142290","0","0"
"18-142300","0","0"
"18-142310","5","5"
"18-142320","5","5"
"18-142330","0","0"
"18-143010","5","5"
"18-143011","5","5"
"18-143020","5","5"
"18-143021","5","5"
"18-143040","5","5"
"18-143050","0","0"
"18-143061","0","0"
"18-143070","0","0"
"18-143080","5","5"
"18-143091","0","0"
"18-143100","5","5"
"18-143110","0","0"
"18-143120","0","0"
"18-143130","0","0"
"18-143140","5","5"
"18-143151","5","5"
"18-143161","5","5"
"18-143170","0","0"
"18-143180","0","0"
"18-151040","5","5"
"18-151041","5","5"
"18-151051","5","5"
"18-151060","5","5"
"18-151080","0","0"
"18-151091","5","5"
"18-151101","5","5"
"18-151111","5","5"
"18-151121","5","5"
"18-151131","5","5"
"18-151141","5","5"
"18-151151","5","5"
"18-151161","5","5"
"18-151171","2","2"
"18-151181","5","5"
"18-151191","5","5"
"18-151201","5","5"
"18-151211","5","5"
"18-151221","5","5"
"18-151231","5","5"
"18-151251","5","5"
"18-151261","5","5"
"18-151271","5","5"
"18-151281","5","5"
"18-151291","5","5"
"18-151301","5","5"
"18-151310","5","5"
"18-151320","5","5"
"18-151330","1","1"
"18-151340","5","5"
"18-151350","0","0"
"18-151360","0","0"
"18-151371","5","5"
"18-151381","5","5"
"18-151391","5","5"
"18-151401","5","5"
"18-151411","5","5"
"18-151420","5","5"
"18-151430","5","5"
"18-151441","5","5"
"18-151451","5","5"
"18-151460","5","5"
"18-151470","1","1"
"18-151501","5","5"
"18-151511","5","5"
"18-151521","5","5"
"18-151531","0","0"
"18-151540","5","5"
"18-151550","5","5"
"18-151560","0","0"
"18-151570","4","4"
"18-151580","4","4"
"18-151590","5","5"
"18-151600","0","0"
"18-151610","5","5"
"18-151620","5","5"
"18-151630","0","0"
"18-151651","0","0"
"18-151661","0","0"
"18-151670","5","5"
"18-151680","5","5"
"18-151690","5","5"
"18-151700","5","5"
"18-151710","5","5"
"18-151720","1","1"
"18-151750","0","0"
"18-151760","0","0"
"18-151770","0","0"
"18-151780","5","5"
"18-151790","0","0"
"18-151800","0","0"
"18-151810","0","0"
"18-151820","5","5"
"18-151830","0","0"
"18-151840","0","0"
"18-151850","0","0"
"18-151860","0","0"
"18-151871","0","0"
"18-151880","5","5"
"18-151890","0","0"
"18-151900","0","0"
"18-152031","0","0"
"18-152040","5","5"
"18-152041","5","5"
"18-152051","5","5"
"18-152060","5","5"
"18-152080","5","5"
"18-152091","5","5"
"18-152101","5","5"
"18-152111","5","5"
"18-152121","5","5"
"18-152131","5","5"
"18-152141","5","5"
"18-152151","5","5"
"18-152161","5","5"
"18-152171","2","2"
"18-152181","5","5"
"18-152191","5","5"
"18-152201","5","5"
"18-152211","5","5"
"18-152221","4","4"
"18-152231","5","5"
"18-152241","5","5"
"18-152251","5","5"
"18-152261","5","5"
"18-152271","5","5"
"18-152281","5","5"
"18-152291","5","5"
"18-152301","5","5"
"18-152310","5","5"
"18-152320","5","5"
"18-152330","5","5"
"18-152340","5","5"
"18-152350","0","0"
"18-152351","0","0"
"18-152360","5","5"
"18-152371","0","0"
"18-152381","0","0"
"18-152391","5","5"
"18-152401","0","0"
"18-152411","0","0"
"18-152420","5","5"
"18-152430","5","5"
"18-152441","1","1"
"18-152451","5","5"
"18-152460","5","5"
"18-152470","5","5"
"18-152480","0","0"
"18-152490","0","0"
"18-152501","0","0"
"18-152511","0","0"
"18-152521","5","5"
"18-152531","5","5"
"18-152540","5","5"
"18-152550","5","5"
"18-152560","0","0"
"18-152570","0","0"
"18-152580","0","0"
"18-152590","5","5"
"18-152600","5","5"
"18-152610","5","5"
"18-152620","5","5"
"18-152630","5","5"
"18-152641","0","0"
"18-152651","0","0"
"18-152661","0","0"
"18-152670","5","5"
"18-152680","5","5"
"18-152690","0","0"
"18-152700","5","5"
"18-152710","5","5"
"18-152720","5","5"
"18-152730","0","0"
"18-152740","0","0"
"18-152750","0","0"
"18-152760","0","0"
"18-152770","0","0"
"18-152780","0","0"
"18-152790","0","0"
"18-152800","0","0"
"18-152810","0","0"
"18-152820","0","0"
"18-152830","0","0"
"18-152840","0","0"
"18-152850","0","0"
"18-152860","0","0"
"18-152871","0","0"
"18-152880","0","0"
"18-152890","0","0"
"18-152900","0","0"
"18-153010","5","5"
"18-153021","5","5"
"18-153031","0","0"
"18-153041","0","0"
"18-153050","0","0"
"18-153060","0","0"
"18-161050","5","5"
"18-161051","5","5"
"18-161060","5","5"
"18-161061","5","5"
"18-161062","5","5"
"18-161070","5","5"
"18-161080","5","5"
"18-161081","5","5"
"18-161090","0","0"
"18-161091","0","0"
"18-161100","5","5"
"18-161101","5","5"
"18-161110","5","5"
"18-161111","5","5"
"18-161120","5","5"
"18-161121","5","5"
"18-161130","3","3"
"18-161131","5","5"
"18-161140","5","5"
"18-161150","5","5"
"18-161160","5","5"
"18-161170","5","5"
"18-161171","5","5"
"18-161181","5","5"
"18-161190","5","5"
"18-161200","5","5"
"18-161201","5","5"
"18-161210","5","5"
"18-161211","5","5"
"18-161220","3","3"
"18-161230","5","5"
"18-161240","5","5"
"18-161241","5","5"
"18-161242","5","5"
"18-161251","0","0"
"18-161260","5","5"
"18-161270","5","5"
"18-161280","2","2"
"18-161310","5","5"
"18-161311","5","5"
"18-161312","5","5"
"18-161321","5","5"
"18-161351","0","0"
"18-161352","0","0"
"18-161360","5","5"
"18-161370","4","4"
"18-161380","5","5"
"18-161381","5","5"
"18-161390","5","5"
"18-161391","5","5"
"18-161401","0","0"
"18-161411","5","5"
"18-161412","5","5"
"18-161420","5","5"
"18-161421","5","5"
"18-161431","5","5"
"18-161440","1","1"
"18-161450","5","5"
"18-161451","5","5"
"18-161452","0","0"
"18-161453","5","5"
"18-161460","5","5"
"18-161470","5","5"
"18-161480","5","5"
"18-161490","0","0"
"18-161500","5","5"
"18-161501","4","4"
"18-161502","0","0"
"18-161503","4","4"
"18-161510","0","0"
"18-161511","0","0"
"18-161512","0","0"
"18-161520","4","4"
"18-161530","0","0"
"18-161540","5","5"
"18-161550","5","5"
"18-161570","5","5"
"18-161580","5","5"
"18-161590","5","5"
"18-161600","5","5"
"18-161610","5","5"
"18-161620","5","5"
"18-161640","3","3"
"18-161650","5","5"
"18-161660","5","5"
"18-161670","5","5"
"18-161680","5","5"
"18-161690","5","5"
"18-161700","3","3"
"18-161710","5","5"
"18-161721","0","0"
"18-161730","1","1"
"18-161740","5","5"
"18-161750","5","5"
"18-161760","5","5"
"18-161770","5","5"
"18-161780","0","0"
"18-161790","5","5"
"18-161800","0","0"
"18-161810","0","0"
"18-161820","5","5"
"18-161830","2","2"
"18-161840","0","0"
"18-161850","0","0"
"18-161860","5","5"
"18-161870","0","0"
"18-161880","0","0"
"18-161890","5","5"
"18-161900","0","0"
"18-161910","5","5"
"18-161920","0","0"
"18-161930","0","0"
"18-161940","0","0"
"18-161950","0","0"
"18-161960","0","0"
"18-161970","5","5"
"18-161980","5","5"
"18-161990","0","0"
"18-162050","5","5"
"18-162051","5","5"
"18-162060","5","5"
"18-162061","5","5"
"18-162062","5","5"
"18-162070","5","5"
"18-162080","5","5"
"18-162081","2","2"
"18-162090","0","0"
"18-162091","0","0"
"18-162100","0","0"
"18-162101","0","0"
"18-162110","0","0"
"18-162111","0","0"
"18-162120","5","5"
"18-162121","5","5"
"18-162130","5","5"
"18-162131","5","5"
"18-162140","5","5"
"18-162150","5","5"
"18-162160","5","5"
"18-162170","0","0"
"18-162171","0","0"
"18-162181","2","2"
"18-162190","5","5"
"18-162200","5","5"
"18-162201","5","5"
"18-162210","5","5"
"18-162211","5","5"
"18-162220","0","0"
"18-162230","5","5"
"18-162240","5","5"
"18-162241","5","5"
"18-162242","5","5"
"18-162251","5","5"
"18-162260","5","5"
"18-162270","5","5"
"18-162280","5","5"
"18-162310","2","2"
"18-162311","5","5"
"18-162312","5","5"
"18-162320","5","5"
"18-162321","5","5"
"18-162330","5","5"
"18-162341","5","5"
"18-162351","5","5"
"18-162352","5","5"
"18-162360","0","0"
"18-162370","0","0"
"18-162380","1","1"
"18-162381","1","1"
"18-162390","5","5"
"18-162391","5","5"
"18-162401","5","5"
"18-162411","5","5"
"18-162412","5","5"
"18-162420","1","1"
"18-162421","5","5"
"18-162431","5","5"
"18-162440","0","0"
"18-162450","5","5"
"18-162451","0","0"
"18-162452","5","5"
"18-162453","3","3"
"18-162460","5","5"
"18-162470","5","5"
"18-162480","5","5"
"18-162490","5","5"
"18-162500","5","5"
"18-162501","1","1"
"18-162502","5","5"
"18-162503","5","5"
"18-162510","5","5"
"18-162511","5","5"
"18-162512","2","2"
"18-162520","5","5"
"18-162530","5","5"
"18-162540","5","5"
"18-162550","5","5"
"18-162570","2","2"
"18-162580","5","5"
"18-162590","3","3"
"18-162600","5","5"
"18-162610","5","5"
"18-162620","5","5"
"18-162630","5","5"
"18-162640","0","0"
"18-162650","5","5"
"18-162660","5","5"
"18-162670","5","5"
"18-162680","5","5"
"18-162690","5","5"
"18-162700","5","5"
"18-162710","5","5"
"18-162721","0","0"
"18-162730","5","5"
"18-162740","5","5"
"18-162750","5","5"
"18-162770","5","5"
"18-162780","5","5"
"18-162790","0","0"
"18-162800","0","0"
"18-162810","0","0"
"18-162820","5","5"
"18-162830","0","0"
"18-162840","0","0"
"18-162850","5","5"
"18-162860","5","5"
"18-162870","0","0"
"18-162880","0","0"
"18-162890","5","5"
"18-162900","0","0"
"18-162910","1","1"
"18-162920","0","0"
"18-162930","0","0"
"18-162940","0","0"
"18-162950","0","0"
"18-162960","0","0"
"18-162970","5","5"
"18-162980","5","5"
"18-162990","0","0"
"18-163100","0","0"
"18-165010","5","5"
"18-165020","0","0"
"18-165030","0","0"
"18-165040","0","0"
"18-165050","0","0"
"18-165060","0","0"
"18-165070","5","5"
"18-165080","5","5"
"18-165090","5","5"
"18-165100","0","0"
"18-165110","0","0"
"18-165120","5","5"
"18-165130","0","0"
"18-166010","5","5"
"18-166020","0","0"
"18-166030","0","0"
"18-166040","0","0"
"18-166050","0","0"
"18-166060","0","0"
"18-166070","0","0"
"18-166080","0","0"
"18-166090","0","0"
"18-166100","0","0"
"18-166110","0","0"
"18-166120","5","5"
"18-166130","5","5"
"18-201010","0","0"
"18-201020","0","0"
"18-202010","0","0"
"18-202020","0","0"
"18-203010","0","0"
"18-211010","0","0"
"18-211020","3","3"
"18-211030","3","3"
"18-211051","5","5"
"18-211070","5","5"
"18-211081","0","0"
"18-211091","0","0"
"18-211120","5","5"
"18-211130","5","5"
"18-211150","5","5"
"18-211160","5","5"
"18-211170","0","0"
"18-211180","5","5"
"18-211190","0","0"
"18-211200","5","5"
"18-211210","5","5"
"18-211220","0","0"
"18-211230","5","5"
"18-211240","5","5"
"18-211241","5","5"
"18-211250","5","5"
"18-211251","5","5"
"18-211270","5","5"
"18-211281","0","0"
"18-211290","0","0"
"18-211300","5","5"
"18-211321","0","0"
"18-211340","0","0"
"18-211350","5","5"
"18-211361","0","0"
"18-211370","5","5"
"18-211380","0","0"
"18-211391","1","1"
"18-211401","5","5"
"18-211410","5","5"
"18-211420","5","5"
"18-211431","0","0"
"18-211441","5","5"
"18-211450","5","5"
"18-211460","5","5"
"18-211470","5","5"
"18-211480","5","5"
"18-211490","5","5"
"18-211500","0","0"
"18-211510","5","5"
"18-211520","5","5"
"18-211530","5","5"
"18-211540","0","0"
"18-211550","5","5"
"18-211560","0","0"
"18-211570","5","5"
"18-211580","0","0"
"18-211590","0","0"
"18-211600","5","5"
"18-211610","5","5"
"18-211621","5","5"
"18-211630","0","0"
"18-211631","0","0"
"18-211640","2","2"
"18-211641","2","2"
"18-211651","0","0"
"18-211661","5","5"
"18-211670","0","0"
"18-211681","0","0"
"18-211701","4","4"
"18-211711","5","5"
"18-211721","0","0"
"18-211731","5","5"
"18-211741","5","5"
"18-211751","5","5"
"18-211761","5","5"
"18-211770","5","5"
"18-211780","0","0"
"18-211790","5","5"
"18-211800","5","5"
"18-211810","5","5"
"18-211821","5","5"
"18-211830","5","5"
"18-211850","5","5"
"18-211860","0","0"
"18-211870","0","0"
"18-211881","0","0"
"18-211890","5","5"
"18-211900","1","1"
"18-211910","5","5"
"18-211920","0","0"
"18-211930","5","5"
"18-211940","5","5"
"18-211950","5","5"
"18-211960","0","0"
"18-211970","5","5"
"18-211980","5","5"
"18-211990","5","5"
"18-212010","0","0"
"18-212030","0","0"
"18-212051","5","5"
"18-212070","5","5"
"18-212081","5","5"
"18-212091","5","5"
"18-212120","5","5"
"18-212130","5","5"
"18-212140","0","0"
"18-212150","5","5"
"18-212160","5","5"
"18-212170","5","5"
"18-212180","5","5"
"18-212190","5","5"
"18-212200","5","5"
"18-212220","5","5"
"18-212230","5","5"
"18-212240","5","5"
"18-212241","5","5"
"18-212250","5","5"
"18-212251","5","5"
"18-212270","5","5"
"18-212281","0","0"
"18-212290","0","0"
"18-212300","5","5"
"18-212310","0","0"
"18-212321","5","5"
"18-212330","0","0"
"18-212340","5","5"
"18-212350","5","5"
"18-212361","0","0"
"18-212370","5","5"
"18-212380","5","5"
"18-212401","5","5"
"18-212410","0","0"
"18-212420","5","5"
"18-212431","0","0"
"18-212441","0","0"
"18-212450","5","5"
"18-212460","5","5"
"18-212470","0","0"
"18-212480","5","5"
"18-212490","5","5"
"18-212500","0","0"
"18-212510","5","5"
"18-212520","5","5"
"18-212530","5","5"
"18-212540","5","5"
"18-212550","5","5"
"18-212560","0","0"
"18-212570","0","0"
"18-212580","0","0"
"18-212590","0","0"
"18-212600","5","5"
"18-212610","5","5"
"18-212621","0","0"
"18-212630","0","0"
"18-212631","0","0"
"18-212640","0","0"
"18-212641","0","0"
"18-212651","2","2"
"18-212661","0","0"
"18-212670","5","5"
"18-212681","0","0"
"18-212691","0","0"
"18-212701","0","0"
"18-212711","5","5"
"18-212721","0","0"
"18-212731","5","5"
"18-212741","0","0"
"18-212751","5","5"
"18-212761","0","0"
"18-212770","5","5"
"18-212780","5","5"
"18-212790","5","5"
"18-212800","5","5"
"18-212810","5","5"
"18-212821","5","5"
"18-212830","0","0"
"18-212840","5","5"
"18-212850","5","5"
"18-212860","5","5"
"18-212870","5","5"
"18-212881","5","5"
"18-212890","5","5"
"18-212900","5","5"
"18-212910","5","5"
"18-212920","1","1"
"18-212930","5","5"
"18-212940","5","5"
"18-212950","5","5"
"18-212960","0","0"
"18-212970","5","5"
"18-212980","5","5"
"18-212990","5","5"
"18-213010","5","5"
"18-213011","5","5"
"18-213020","5","5"
"18-213021","5","5"
"18-213040","5","5"
"18-213051","5","5"
"18-213060","5","5"
"18-213070","5","5"
"18-213081","5","5"
"18-213091","5","5"
"18-213100","0","0"
"18-213110","0","0"
"18-213111","2","2"
"18-213131","0","0"
"18-213141","5","5"
"18-213150","2","2"
"18-213160","5","5"
"18-213170","5","5"
"18-213180","0","0"
"18-213190","0","0"
"18-213200","0","0"
"18-213210","5","5"
"18-213221","5","5"
"18-213231","5","5"
"18-213240","0","0"
"18-213250","0","0"
"18-213260","0","0"
"18-213270","5","5"
"18-213280","5","5"
"18-213290","5","5"
"18-213300","0","0"
"18-213310","0","0"
"18-213320","0","0"
"18-213330","0","0"
"18-213340","0","0"
"18-213350","0","0"
"18-213360","0","0"
"18-213370","0","0"
"18-213380","0","0"
"18-213390","0","0"
"18-213401","0","0"
"18-213411","0","0"
"18-213420","0","0"
"18-213430","0","0"
"18-215010","0","0"
"18-215021","0","0"
"18-215031","0","0"
"18-215040","0","0"
"18-215050","0","0"
"18-215060","0","0"
"18-215070","5","5"
"18-215080","4","4"
"18-215090","5","5"
"18-215100","0","0"
"18-215110","0","0"
"18-215120","0","0"
"18-215130","0","0"
"18-215140","0","0"
"18-215150","0","0"
"18-215160","0","0"
"18-215170","5","5"
"18-215180","5","5"
"18-215190","5","5"
"18-215200","5","5"
"18-215210","5","5"
"18-215220","5","5"
"18-215230","0","0"
"18-215240","0","0"
"18-215250","5","5"
"18-215260","5","5"
"18-215270","5","5"
"18-215280","5","5"
"18-215290","0","0"
"18-215300","0","0"
"18-215310","0","0"
"18-215320","0","0"
"18-215330","0","0"
"18-215341","0","0"
"18-215350","5","5"
"18-215360","5","5"
"18-215370","5","5"
"18-215380","0","0"
"18-215390","0","0"
"18-215400","0","0"
"18-215410","0","0"
"18-215420","0","0"
"18-215430","0","0"
"18-215440","0","0"
"18-215450","0","0"
"18-216010","0","0"
"18-216021","0","0"
"18-216031","5","5"
"18-216040","0","0"
"18-216050","0","0"
"18-216060","5","5"
"18-216070","0","0"
"18-216080","5","5"
"18-216090","5","5"
"18-216100","0","0"
"18-216110","0","0"
"18-216120","0","0"
"18-216130","0","0"
